Cat_1,Cat_2,Cat_3,Cat_4,Cat_5,value12_13,value13_14,description,source_name,source_url
"Regional Australia, Local Government, Arts and Sports Portfolio","Department of Regional Australia, Local Government, Arts and Sport",Services to Territories,Norfolk Island - Commonwealth administration,,624,637,,"Regional Australia, Local Government, Arts and Sports Portfolio Budget Statement",http://www.regional.gov.au/department/statements/2013-14/portfolio-budget-statements/pdf/DRALGAS_PBS_Full_1314FY.pdf
"Regional Australia, Local Government, Arts and Sports Portfolio","Department of Regional Australia, Local Government, Arts and Sport",Services to Territories,Norfolk Island - reforms and services,,9471,5925,,"Regional Australia, Local Government, Arts and Sports Portfolio Budget Statement",http://www.regional.gov.au/department/statements/2013-14/portfolio-budget-statements/pdf/DRALGAS_PBS_Full_1314FY.pdf
"Regional Australia, Local Government, Arts and Sports Portfolio","Department of Regional Australia, Local Government, Arts and Sport",Services to Territories,Services to Jervis Bay Territory,,7083,5833,,"Regional Australia, Local Government, Arts and Sports Portfolio Budget Statement",http://www.regional.gov.au/department/statements/2013-14/portfolio-budget-statements/pdf/DRALGAS_PBS_Full_1314FY.pdf
"Regional Australia, Local Government, Arts and Sports Portfolio","Department of Regional Australia, Local Government, Arts and Sport",Services to Territories,ACT Government - national capital functions,,1832,1951,,"Regional Australia, Local Government, Arts and Sports Portfolio Budget Statement",http://www.regional.gov.au/department/statements/2013-14/portfolio-budget-statements/pdf/DRALGAS_PBS_Full_1314FY.pdf
"Regional Australia, Local Government, Arts and Sports Portfolio","Department of Regional Australia, Local Government, Arts and Sport",Services to Territories,"Office of the Administrator, Northern Territory",,297,306,,"Regional Australia, Local Government, Arts and Sports Portfolio Budget Statement",http://www.regional.gov.au/department/statements/2013-14/portfolio-budget-statements/pdf/DRALGAS_PBS_Full_1314FY.pdf
"Regional Australia, Local Government, Arts and Sports Portfolio","Department of Regional Australia, Local Government, Arts and Sport",Services to Territories,Christmas Island Phosphate Mining Rehabilitation,,1529,1579,,"Regional Australia, Local Government, Arts and Sports Portfolio Budget Statement",http://www.regional.gov.au/department/statements/2013-14/portfolio-budget-statements/pdf/DRALGAS_PBS_Full_1314FY.pdf
"Regional Australia, Local Government, Arts and Sports Portfolio","Department of Regional Australia, Local Government, Arts and Sport",Services to Territories,Program support,,9198,8812,,"Regional Australia, Local Government, Arts and Sports Portfolio Budget Statement",http://www.regional.gov.au/department/statements/2013-14/portfolio-budget-statements/pdf/DRALGAS_PBS_Full_1314FY.pdf
"Regional Australia, Local Government, Arts and Sports Portfolio","Department of Regional Australia, Local Government, Arts and Sport",Services to Territories,Expenses not requiring appropriation in the Budget year,,241865,233954,,"Regional Australia, Local Government, Arts and Sports Portfolio Budget Statement",http://www.regional.gov.au/department/statements/2013-14/portfolio-budget-statements/pdf/DRALGAS_PBS_Full_1314FY.pdf
"Regional Australia, Local Government, Arts and Sports Portfolio","Department of Regional Australia, Local Government, Arts and Sport",Arts and Cultural Development,,,6569,3865,,"Regional Australia, Local Government, Arts and Sports Portfolio Budget Statement",http://www.regional.gov.au/department/statements/2013-14/portfolio-budget-statements/pdf/DRALGAS_PBS_Full_1314FY.pdf
"Regional Australia, Local Government, Arts and Sports Portfolio","Department of Regional Australia, Local Government, Arts and Sport",Sport and Recreation,,,52253,67469,,"Regional Australia, Local Government, Arts and Sports Portfolio Budget Statement",http://www.regional.gov.au/department/statements/2013-14/portfolio-budget-statements/pdf/DRALGAS_PBS_Full_1314FY.pdf
"Regional Australia, Local Government, Arts and Sports Portfolio",Australia Council,Investment in the Arts,,,198255,222953,,"Regional Australia, Local Government, Arts and Sports Portfolio Budget Statement",http://www.regional.gov.au/department/statements/2013-14/portfolio-budget-statements/pdf/DRALGAS_PBS_Full_1314FY.pdf
"Regional Australia, Local Government, Arts and Sports Portfolio","Australian Film, Television and Radio School",,,,30315,30934,"Support the development of a professional screen arts and broadcast culture in Australia including through the provision of specialist industry-focused education, training and research.","Regional Australia, Local Government, Arts and Sports Portfolio Budget Statement",http://www.regional.gov.au/department/statements/2013-14/portfolio-budget-statements/pdf/DRALGAS_PBS_Full_1314FY.pdf
"Regional Australia, Local Government, Arts and Sports Portfolio",Australian National Maritime Museum,Management of Maritime Heritage,,,33108,33257,"Increased knowledge, appreciation and enjoyment of Australia�s maritime heritage by managing the National Maritime Collection and staging programs, exhibitions and events.","Regional Australia, Local Government, Arts and Sports Portfolio Budget Statement",http://www.regional.gov.au/department/statements/2013-14/portfolio-budget-statements/pdf/DRALGAS_PBS_Full_1314FY.pdf
"Regional Australia, Local Government, Arts and Sports Portfolio",Australian Sports Commission,Community-based sports activity,,,116818,117939,"Improved participation in structured physical 2012-13 2013-14 activity, particularly organised sport, at the community Estimated Estimated level, including through leadership and targeted actual expenses community-based sports activity.","Regional Australia, Local Government, Arts and Sports Portfolio Budget Statement",http://www.regional.gov.au/department/statements/2013-14/portfolio-budget-statements/pdf/DRALGAS_PBS_Full_1314FY.pdf
"Regional Australia, Local Government, Arts and Sports Portfolio",Australian Sports Commission,High performance athlete development,,,194834,193983,"Excellence in sports performance and 2012-13 2013-14 continued international sporting success, by talented Estimated Estimated athletes and coaches, including through leadership in actual expenses high performance athlete development, targeted expenses science and research.","Regional Australia, Local Government, Arts and Sports Portfolio Budget Statement",http://www.regional.gov.au/department/statements/2013-14/portfolio-budget-statements/pdf/DRALGAS_PBS_Full_1314FY.pdf
"Regional Australia, Local Government, Arts and Sports Portfolio",National Film and Sound Archive of Australia,"Collection develoment, management, access and promotion",,,31546,32249,"Increased understanding and appreciation of Australia's audiovisual history by developing, preserving, maintaining and promoting the national audiovisual collection and providing access to audiovisual material of historic and cultural significance.","Regional Australia, Local Government, Arts and Sports Portfolio Budget Statement",http://www.regional.gov.au/department/statements/2013-14/portfolio-budget-statements/pdf/DRALGAS_PBS_Full_1314FY.pdf
"Regional Australia, Local Government, Arts and Sports Portfolio",National Gallery of Australia,,,,41478,41867,"Increased understanding, knowledge and enjoyment of the visual arts by providing access to, and information about, works of art locally, nationally and internationally.","Regional Australia, Local Government, Arts and Sports Portfolio Budget Statement",http://www.regional.gov.au/department/statements/2013-14/portfolio-budget-statements/pdf/DRALGAS_PBS_Full_1314FY.pdf
"Regional Australia, Local Government, Arts and Sports Portfolio",National Library of Australia,,,,77332,77177,,"Regional Australia, Local Government, Arts and Sports Portfolio Budget Statement",http://www.regional.gov.au/department/statements/2013-14/portfolio-budget-statements/pdf/DRALGAS_PBS_Full_1314FY.pdf
"Regional Australia, Local Government, Arts and Sports Portfolio",National Museum of Australia,"Collection Management, Research, Exhibitions and Programs",,,46768,46943,Increased awareness and understanding of 2012-13 2013-14 Australia's history and culture by managing the National Estimated Estimated Museum's collections and providing access through actual expenses public programs and exhibitions.,"Regional Australia, Local Government, Arts and Sports Portfolio Budget Statement",http://www.regional.gov.au/department/statements/2013-14/portfolio-budget-statements/pdf/DRALGAS_PBS_Full_1314FY.pdf
"Regional Australia, Local Government, Arts and Sports Portfolio",National Portrait Gallery of Australia,"Develop, maintain and provide access to Australia�s national portrait collection",,,0,14240,"Enhanced understanding and appreciation of Australian identity, culture and diversity through portraiture, by engaging the public in education programs and exhibitions, and by developing and preserving the national portrait collection.","Regional Australia, Local Government, Arts and Sports Portfolio Budget Statement",http://www.regional.gov.au/department/statements/2013-14/portfolio-budget-statements/pdf/DRALGAS_PBS_Full_1314FY.pdf
"Regional Australia, Local Government, Arts and Sports Portfolio",Screen Australia,Foster the Australian screen industry,,,111297,113681,"Promote engaged audiences and support 2012-13 2013-14 a creative, innovative and commercially sustainable Estimated Estimated screen industry through the funding and actual expenses promotion of diverse Australian screen product.","Regional Australia, Local Government, Arts and Sports Portfolio Budget Statement",http://www.regional.gov.au/department/statements/2013-14/portfolio-budget-statements/pdf/DRALGAS_PBS_Full_1314FY.pdf
"Regional Australia, Local Government, Arts and Sports Portfolio",Australian Sports Anti-Doping Authority,"Deterrence, Detection and Enforcement",,,15863,16167,"Protection of the health of athletes and the integrity of Australian sport, including through deterrence, detection and enforcement to eliminate doping","Regional Australia, Local Government, Arts and Sports Portfolio Budget Statement",http://www.regional.gov.au/department/statements/2013-14/portfolio-budget-statements/pdf/DRALGAS_PBS_Full_1314FY.pdf
"Regional Australia, Local Government, Arts and Sports Portfolio",National Archives of Australia,,,,72184,73567,"To promote the creation, management and 2012-13 2013-14 preservation of authentic, reliable and usable Commonwealth Estimated Estimated records and to facilitate Australians' access to the archival actual expenses resources of the Commonwealth.","Regional Australia, Local Government, Arts and Sports Portfolio Budget Statement",http://www.regional.gov.au/department/statements/2013-14/portfolio-budget-statements/pdf/DRALGAS_PBS_Full_1314FY.pdf
"Regional Australia, Local Government, Arts and Sports Portfolio",National Capital Authority,,,,36728,37413,"Manage the strategic planning, promotion and enhancement of Canberra as the National Capital for all Australians through the development and administration of the National Capital Plan, operation of the National Capital Exhibition, delivery of education and awareness programs and works to enhance the character of the National Capital.","Regional Australia, Local Government, Arts and Sports Portfolio Budget Statement",http://www.regional.gov.au/department/statements/2013-14/portfolio-budget-statements/pdf/DRALGAS_PBS_Full_1314FY.pdf
"Regional Australia, Local Government, Arts and Sports Portfolio",Old Parliament House,,,,19400,19422,"An enhanced appreciation and understanding of the political and social heritage of Australia for members of the public, through activities including the conservation and upkeep of, and the provision of access to, Old Parliament House and the development of its collections, exhibitions and educational programs.","Regional Australia, Local Government, Arts and Sports Portfolio Budget Statement",http://www.regional.gov.au/department/statements/2013-14/portfolio-budget-statements/pdf/DRALGAS_PBS_Full_1314FY.pdf
"Resources, Energy and Tourism Portfolio","Department of Resources, Energy and Tourism",Resource Related Initiatives and Management,Petroleum Royalties Administration,,40,40,,"Department of Resources, Energy and Tourism Budget Statement",http://www.ret.gov.au/Department/Documents/budget/13-14/RET-PBS-2013-14.pdf
"Resources, Energy and Tourism Portfolio","Department of Resources, Energy and Tourism",Resource Related Initiatives and Management,Ethanol Production Grants,,120000,173600,,"Department of Resources, Energy and Tourism Budget Statement",http://www.ret.gov.au/Department/Documents/budget/13-14/RET-PBS-2013-14.pdf
"Resources, Energy and Tourism Portfolio","Department of Resources, Energy and Tourism",Resource Related Initiatives and Management,Global Carbon Capture and Storage Institute,,35000,0,,"Department of Resources, Energy and Tourism Budget Statement",http://www.ret.gov.au/Department/Documents/budget/13-14/RET-PBS-2013-14.pdf
"Resources, Energy and Tourism Portfolio","Department of Resources, Energy and Tourism",Resource Related Initiatives and Management,Radioactive Waste Management,,2000,7500,,"Department of Resources, Energy and Tourism Budget Statement",http://www.ret.gov.au/Department/Documents/budget/13-14/RET-PBS-2013-14.pdf
"Resources, Energy and Tourism Portfolio","Department of Resources, Energy and Tourism",Resource Related Initiatives and Management,Maralinga Maintenance,,239,239,,"Department of Resources, Energy and Tourism Budget Statement",http://www.ret.gov.au/Department/Documents/budget/13-14/RET-PBS-2013-14.pdf
"Resources, Energy and Tourism Portfolio","Department of Resources, Energy and Tourism",Resource Related Initiatives and Management,Rum Jungle,,16,0,,"Department of Resources, Energy and Tourism Budget Statement",http://www.ret.gov.au/Department/Documents/budget/13-14/RET-PBS-2013-14.pdf
"Resources, Energy and Tourism Portfolio","Department of Resources, Energy and Tourism",Resource Related Initiatives and Management,Syntroleum Depreciation,,1000,1000,,"Department of Resources, Energy and Tourism Budget Statement",http://www.ret.gov.au/Department/Documents/budget/13-14/RET-PBS-2013-14.pdf
"Resources, Energy and Tourism Portfolio","Department of Resources, Energy and Tourism",Resource Related Initiatives and Management,Offshore Minerals Act 1994 (Fees),,21,60,,"Department of Resources, Energy and Tourism Budget Statement",http://www.ret.gov.au/Department/Documents/budget/13-14/RET-PBS-2013-14.pdf
"Resources, Energy and Tourism Portfolio","Department of Resources, Energy and Tourism",Resource Related Initiatives and Management,Carbon Capture and Storage Flagships,,36137,102220,,"Department of Resources, Energy and Tourism Budget Statement",http://www.ret.gov.au/Department/Documents/budget/13-14/RET-PBS-2013-14.pdf
"Resources, Energy and Tourism Portfolio","Department of Resources, Energy and Tourism",Resource Related Initiatives and Management,National Low Emissions Coal Initiative,,22076,32791,,"Department of Resources, Energy and Tourism Budget Statement",http://www.ret.gov.au/Department/Documents/budget/13-14/RET-PBS-2013-14.pdf
"Resources, Energy and Tourism Portfolio","Department of Resources, Energy and Tourism",Resource Related Initiatives and Management,National CO2 Infrastructure Plan,,17200,15000,,"Department of Resources, Energy and Tourism Budget Statement",http://www.ret.gov.au/Department/Documents/budget/13-14/RET-PBS-2013-14.pdf
"Resources, Energy and Tourism Portfolio","Department of Resources, Energy and Tourism",Resource Related Initiatives and Management,National Offshore Petroleum Titles Administrator,,9161,8632,,"Department of Resources, Energy and Tourism Budget Statement",http://www.ret.gov.au/Department/Documents/budget/13-14/RET-PBS-2013-14.pdf
"Resources, Energy and Tourism Portfolio","Department of Resources, Energy and Tourism",Resource Related Initiatives and Management,Program support,,47423,41977,,"Department of Resources, Energy and Tourism Budget Statement",http://www.ret.gov.au/Department/Documents/budget/13-14/RET-PBS-2013-14.pdf
"Resources, Energy and Tourism Portfolio","Department of Resources, Energy and Tourism",Resource Related Initiatives and Management,Expenses not requiring appropriation in the Budget year,,473,792,,"Department of Resources, Energy and Tourism Budget Statement",http://www.ret.gov.au/Department/Documents/budget/13-14/RET-PBS-2013-14.pdf
"Resources, Energy and Tourism Portfolio","Department of Resources, Energy and Tourism",Energy Related Initiatives and Management,Asia Pacific Partnership on Clean Development and Climate,,360,0,,"Department of Resources, Energy and Tourism Budget Statement",http://www.ret.gov.au/Department/Documents/budget/13-14/RET-PBS-2013-14.pdf
"Resources, Energy and Tourism Portfolio","Department of Resources, Energy and Tourism",Energy Related Initiatives and Management,Connecting Renew ables to the Grid,,0,25000,,"Department of Resources, Energy and Tourism Budget Statement",http://www.ret.gov.au/Department/Documents/budget/13-14/RET-PBS-2013-14.pdf
"Resources, Energy and Tourism Portfolio","Department of Resources, Energy and Tourism",Energy Related Initiatives and Management,Smart Grid Smart city,,9410,0,,"Department of Resources, Energy and Tourism Budget Statement",http://www.ret.gov.au/Department/Documents/budget/13-14/RET-PBS-2013-14.pdf
"Resources, Energy and Tourism Portfolio","Department of Resources, Energy and Tourism",Energy Related Initiatives and Management,Coal Mining Technology Abatement Package,,1000,24000,,"Department of Resources, Energy and Tourism Budget Statement",http://www.ret.gov.au/Department/Documents/budget/13-14/RET-PBS-2013-14.pdf
"Resources, Energy and Tourism Portfolio","Department of Resources, Energy and Tourism",Energy Related Initiatives and Management,Coal Sector Jobs Package,,0,229900,,"Department of Resources, Energy and Tourism Budget Statement",http://www.ret.gov.au/Department/Documents/budget/13-14/RET-PBS-2013-14.pdf
"Resources, Energy and Tourism Portfolio","Department of Resources, Energy and Tourism",Energy Related Initiatives and Management,Australian Renewable Energy Agency Act 2011 - Payments to ARENA,,128600,508869,,"Department of Resources, Energy and Tourism Budget Statement",http://www.ret.gov.au/Department/Documents/budget/13-14/RET-PBS-2013-14.pdf
"Resources, Energy and Tourism Portfolio","Department of Resources, Energy and Tourism",Energy Related Initiatives and Management,Low Emission Technology Demonstration Fund,,0,20000,,"Department of Resources, Energy and Tourism Budget Statement",http://www.ret.gov.au/Department/Documents/budget/13-14/RET-PBS-2013-14.pdf
"Resources, Energy and Tourism Portfolio","Department of Resources, Energy and Tourism",Energy Related Initiatives and Management,Energy Special Account,,1485,1100,,"Department of Resources, Energy and Tourism Budget Statement",http://www.ret.gov.au/Department/Documents/budget/13-14/RET-PBS-2013-14.pdf
"Resources, Energy and Tourism Portfolio","Department of Resources, Energy and Tourism",Energy Related Initiatives and Management,Program support,,39695,41570,,"Department of Resources, Energy and Tourism Budget Statement",http://www.ret.gov.au/Department/Documents/budget/13-14/RET-PBS-2013-14.pdf
"Resources, Energy and Tourism Portfolio","Department of Resources, Energy and Tourism",Energy Related Initiatives and Management,Standing Council of Resources and Energy Special Account,,6834,5654,,"Department of Resources, Energy and Tourism Budget Statement",http://www.ret.gov.au/Department/Documents/budget/13-14/RET-PBS-2013-14.pdf
"Resources, Energy and Tourism Portfolio","Department of Resources, Energy and Tourism",Energy Related Initiatives and Management,Expenses not requiring appropriation in the Budget year,,473,792,,"Department of Resources, Energy and Tourism Budget Statement",http://www.ret.gov.au/Department/Documents/budget/13-14/RET-PBS-2013-14.pdf
"Resources, Energy and Tourism Portfolio","Department of Resources, Energy and Tourism",Tourism Related Initiatives and Management,T-QUAL Grants,,8309,7604,,"Department of Resources, Energy and Tourism Budget Statement",http://www.ret.gov.au/Department/Documents/budget/13-14/RET-PBS-2013-14.pdf
"Resources, Energy and Tourism Portfolio","Department of Resources, Energy and Tourism",Tourism Related Initiatives and Management,Framework - Establishment,,50,50,,"Department of Resources, Energy and Tourism Budget Statement",http://www.ret.gov.au/Department/Documents/budget/13-14/RET-PBS-2013-14.pdf
"Resources, Energy and Tourism Portfolio","Department of Resources, Energy and Tourism",Tourism Related Initiatives and Management,Asia Marketing Fund,,8500,12500,,"Department of Resources, Energy and Tourism Budget Statement",http://www.ret.gov.au/Department/Documents/budget/13-14/RET-PBS-2013-14.pdf
"Resources, Energy and Tourism Portfolio","Department of Resources, Energy and Tourism",Tourism Related Initiatives and Management,Tourism Industry Regional Development,,7121,11110,,"Department of Resources, Energy and Tourism Budget Statement",http://www.ret.gov.au/Department/Documents/budget/13-14/RET-PBS-2013-14.pdf
"Resources, Energy and Tourism Portfolio","Department of Resources, Energy and Tourism",Tourism Related Initiatives and Management,Payment to CAC Act body,,129656,130351,,"Department of Resources, Energy and Tourism Budget Statement",http://www.ret.gov.au/Department/Documents/budget/13-14/RET-PBS-2013-14.pdf
"Resources, Energy and Tourism Portfolio","Department of Resources, Energy and Tourism",Tourism Related Initiatives and Management,Program support,,22834,23495,,"Department of Resources, Energy and Tourism Budget Statement",http://www.ret.gov.au/Department/Documents/budget/13-14/RET-PBS-2013-14.pdf
"Resources, Energy and Tourism Portfolio","Department of Resources, Energy and Tourism",Tourism Related Initiatives and Management,Tourism Special Account,,1516,1472,,"Department of Resources, Energy and Tourism Budget Statement",http://www.ret.gov.au/Department/Documents/budget/13-14/RET-PBS-2013-14.pdf
"Resources, Energy and Tourism Portfolio","Department of Resources, Energy and Tourism",Tourism Related Initiatives and Management,Expenses not requiring appropriation in the Budget year,,203,339,,"Department of Resources, Energy and Tourism Budget Statement",http://www.ret.gov.au/Department/Documents/budget/13-14/RET-PBS-2013-14.pdf
"Resources, Energy and Tourism Portfolio","Department of Resources, Energy and Tourism",Improving Australia's Energy Efficiency,Solar Cities,,1243,0,,"Department of Resources, Energy and Tourism Budget Statement",http://www.ret.gov.au/Department/Documents/budget/13-14/RET-PBS-2013-14.pdf
"Resources, Energy and Tourism Portfolio","Department of Resources, Energy and Tourism",Improving Australia's Energy Efficiency,Energy Efficiency Programs,,913,800,,"Department of Resources, Energy and Tourism Budget Statement",http://www.ret.gov.au/Department/Documents/budget/13-14/RET-PBS-2013-14.pdf
"Resources, Energy and Tourism Portfolio","Department of Resources, Energy and Tourism",Improving Australia's Energy Efficiency,GEMS National Legislative Framework,,1923,5486,,"Department of Resources, Energy and Tourism Budget Statement",http://www.ret.gov.au/Department/Documents/budget/13-14/RET-PBS-2013-14.pdf
"Resources, Energy and Tourism Portfolio","Department of Resources, Energy and Tourism",Improving Australia's Energy Efficiency,Low Carbon Communities,,42383,92188,,"Department of Resources, Energy and Tourism Budget Statement",http://www.ret.gov.au/Department/Documents/budget/13-14/RET-PBS-2013-14.pdf
"Resources, Energy and Tourism Portfolio","Department of Resources, Energy and Tourism",Improving Australia's Energy Efficiency,Carbon Price Deductable Gift Recipient Fund,,3845,4787,,"Department of Resources, Energy and Tourism Budget Statement",http://www.ret.gov.au/Department/Documents/budget/13-14/RET-PBS-2013-14.pdf
"Resources, Energy and Tourism Portfolio","Department of Resources, Energy and Tourism",Improving Australia's Energy Efficiency,Energy Efficiency Information Grants,,2115,11000,,"Department of Resources, Energy and Tourism Budget Statement",http://www.ret.gov.au/Department/Documents/budget/13-14/RET-PBS-2013-14.pdf
"Resources, Energy and Tourism Portfolio","Department of Resources, Energy and Tourism",Improving Australia's Energy Efficiency,National Solar Schools Plan,,50,0,,"Department of Resources, Energy and Tourism Budget Statement",http://www.ret.gov.au/Department/Documents/budget/13-14/RET-PBS-2013-14.pdf
"Resources, Energy and Tourism Portfolio","Department of Resources, Energy and Tourism",Improving Australia's Energy Efficiency,Program support,,9083,28276,,"Department of Resources, Energy and Tourism Budget Statement",http://www.ret.gov.au/Department/Documents/budget/13-14/RET-PBS-2013-14.pdf
"Resources, Energy and Tourism Portfolio","Department of Resources, Energy and Tourism",Improving Australia's Energy Efficiency,Climate Change Special Account,,500,1500,,"Department of Resources, Energy and Tourism Budget Statement",http://www.ret.gov.au/Department/Documents/budget/13-14/RET-PBS-2013-14.pdf
"Resources, Energy and Tourism Portfolio","Department of Resources, Energy and Tourism",Improving Australia's Energy Efficiency,Expenses not requiring appropriation in the Budget year,,203,339,,"Department of Resources, Energy and Tourism Budget Statement",http://www.ret.gov.au/Department/Documents/budget/13-14/RET-PBS-2013-14.pdf
"Resources, Energy and Tourism Portfolio",Geoscience Australia,Geoscientific and spatial information services,,,188749,185411,,"Department of Resources, Energy and Tourism Budget Statement",http://www.ret.gov.au/Department/Documents/budget/13-14/RET-PBS-2013-14.pdf
"Resources, Energy and Tourism Portfolio",National Offshore Petroleum Safety and Environmental Management Authority,,,,30758,28050,"Regulatory oversight of Safety Cases, Well Operations Management Plans and Environment Plans coupled with effective monitoring, investigation and enforcement","Department of Resources, Energy and Tourism Budget Statement",http://www.ret.gov.au/Department/Documents/budget/13-14/RET-PBS-2013-14.pdf
"Resources, Energy and Tourism Portfolio",Tourism Australia,Industry Development,,,7460,7644,An Australian tourism industry that is competitive and sustainable and delivers on the needs of the target customer. Industry development to be informed by understanding the needs of the target customer and sharing these insights with government and industry stakeholders.,"Department of Resources, Energy and Tourism Budget Statement",http://www.ret.gov.au/Department/Documents/budget/13-14/RET-PBS-2013-14.pdf
"Resources, Energy and Tourism Portfolio",Tourism Australia,Strengthening the travel distribution system,,,15672,16058,Work with industry and state and territory governments to develop and present products that meet changing consumer needs and ensure products are easy to access for potential travellers.,"Department of Resources, Energy and Tourism Budget Statement",http://www.ret.gov.au/Department/Documents/budget/13-14/RET-PBS-2013-14.pdf
"Resources, Energy and Tourism Portfolio",Tourism Australia,Increasing demand for Australia as a destination,,,133589,136880,"Identify and target best prospect consumers, and inspire them to travel to Australia. To focus activities and resources, utilise a dedicated market categorisation approach.","Department of Resources, Energy and Tourism Budget Statement",http://www.ret.gov.au/Department/Documents/budget/13-14/RET-PBS-2013-14.pdf
"Resources, Energy and Tourism Portfolio",Australian Renewable Energy Agency,,,,128600,508869,"Support improvements in the competitiveness of renewable energy and related technologies and the supply of renewable energy by administering financial assistance, developing analysis and advice about and sharing information and knowledge with regard to, renewable energy and related technologies.","Department of Resources, Energy and Tourism Budget Statement",http://www.ret.gov.au/Department/Documents/budget/13-14/RET-PBS-2013-14.pdf
"Sustainability, Environment, Water, Population and Communities portfolio","Department of Sustainability, Environment, Water, Population and Communities",Sustainable Management of Natural Resources and the Environment,Natural Heritage Trust,,162522,283009,,"Department of Sustainability, Environment, Water, Population and Communities Budget Statement",http://www.environment.gov.au/about/publications/budget/2013/pubs/pbs-portfolio-budget-statements-2013-14.pdf
"Sustainability, Environment, Water, Population and Communities portfolio","Department of Sustainability, Environment, Water, Population and Communities",Sustainable Management of Natural Resources and the Environment,Environmental Stewardship Program,,11046,14404,,"Department of Sustainability, Environment, Water, Population and Communities Budget Statement",http://www.environment.gov.au/about/publications/budget/2013/pubs/pbs-portfolio-budget-statements-2013-14.pdf
"Sustainability, Environment, Water, Population and Communities portfolio","Department of Sustainability, Environment, Water, Population and Communities",Sustainable Management of Natural Resources and the Environment,Working on Country,,57428,46783,,"Department of Sustainability, Environment, Water, Population and Communities Budget Statement",http://www.environment.gov.au/about/publications/budget/2013/pubs/pbs-portfolio-budget-statements-2013-14.pdf
"Sustainability, Environment, Water, Population and Communities portfolio","Department of Sustainability, Environment, Water, Population and Communities",Sustainable Management of Natural Resources and the Environment,Tasmanian Forests Agreement - Implementation Package,,20280,1000,,"Department of Sustainability, Environment, Water, Population and Communities Budget Statement",http://www.environment.gov.au/about/publications/budget/2013/pubs/pbs-portfolio-budget-statements-2013-14.pdf
"Sustainability, Environment, Water, Population and Communities portfolio","Department of Sustainability, Environment, Water, Population and Communities",Sustainable Management of Natural Resources and the Environment,Caring for our Country - National Wildlife Corridor Plan,,1620,3807,,"Department of Sustainability, Environment, Water, Population and Communities Budget Statement",http://www.environment.gov.au/about/publications/budget/2013/pubs/pbs-portfolio-budget-statements-2013-14.pdf
"Sustainability, Environment, Water, Population and Communities portfolio","Department of Sustainability, Environment, Water, Population and Communities",Sustainable Management of Natural Resources and the Environment,Great Barrier Reef Foundation - contribution,,0,3125,,"Department of Sustainability, Environment, Water, Population and Communities Budget Statement",http://www.environment.gov.au/about/publications/budget/2013/pubs/pbs-portfolio-budget-statements-2013-14.pdf
"Sustainability, Environment, Water, Population and Communities portfolio","Department of Sustainability, Environment, Water, Population and Communities",Sustainable Management of Natural Resources and the Environment,"Grants to Voluntary Environment, Sustainability and Heritage Organisations",,1500,1346,,"Department of Sustainability, Environment, Water, Population and Communities Budget Statement",http://www.environment.gov.au/about/publications/budget/2013/pubs/pbs-portfolio-budget-statements-2013-14.pdf
"Sustainability, Environment, Water, Population and Communities portfolio","Department of Sustainability, Environment, Water, Population and Communities",Sustainable Management of Natural Resources and the Environment,Program Support,,104969,124815,,"Department of Sustainability, Environment, Water, Population and Communities Budget Statement",http://www.environment.gov.au/about/publications/budget/2013/pubs/pbs-portfolio-budget-statements-2013-14.pdf
"Sustainability, Environment, Water, Population and Communities portfolio","Department of Sustainability, Environment, Water, Population and Communities",Sustainable Management of Natural Resources and the Environment,Depreciation and amortisation,,1537,1537,,"Department of Sustainability, Environment, Water, Population and Communities Budget Statement",http://www.environment.gov.au/about/publications/budget/2013/pubs/pbs-portfolio-budget-statements-2013-14.pdf
"Sustainability, Environment, Water, Population and Communities portfolio","Department of Sustainability, Environment, Water, Population and Communities",Sustainable Management of Natural Resources and the Environment,Approved departmental operating loss,,2435,0,,"Department of Sustainability, Environment, Water, Population and Communities Budget Statement",http://www.environment.gov.au/about/publications/budget/2013/pubs/pbs-portfolio-budget-statements-2013-14.pdf
"Sustainability, Environment, Water, Population and Communities portfolio","Department of Sustainability, Environment, Water, Population and Communities",Sustainable Management of Natural Resources and the Environment,Other,,78,69,,"Department of Sustainability, Environment, Water, Population and Communities Budget Statement",http://www.environment.gov.au/about/publications/budget/2013/pubs/pbs-portfolio-budget-statements-2013-14.pdf
"Sustainability, Environment, Water, Population and Communities portfolio","Department of Sustainability, Environment, Water, Population and Communities",Environmental Information and Research,National Environment Research Program,,20020,20520,,"Department of Sustainability, Environment, Water, Population and Communities Budget Statement",http://www.environment.gov.au/about/publications/budget/2013/pubs/pbs-portfolio-budget-statements-2013-14.pdf
"Sustainability, Environment, Water, Population and Communities portfolio","Department of Sustainability, Environment, Water, Population and Communities",Environmental Information and Research,International Whale Science Initiative,,1776,1688,,"Department of Sustainability, Environment, Water, Population and Communities Budget Statement",http://www.environment.gov.au/about/publications/budget/2013/pubs/pbs-portfolio-budget-statements-2013-14.pdf
"Sustainability, Environment, Water, Population and Communities portfolio","Department of Sustainability, Environment, Water, Population and Communities",Environmental Information and Research,Australian Biological Resources Study,,1970,2030,,"Department of Sustainability, Environment, Water, Population and Communities Budget Statement",http://www.environment.gov.au/about/publications/budget/2013/pubs/pbs-portfolio-budget-statements-2013-14.pdf
